match_id,payment_record_id,bank_transaction_id,match_type,match_status
MATCH-0000399,PAYREC-000482,BTX-0000399,one_to_one,matched
MATCH-0000400,PAYREC-000484,BTX-0000400,one_to_one,matched
MATCH-0000401,PAYREC-000485,BTX-0000401,one_to_one,matched
MATCH-0000402,PAYREC-000486,BTX-0000402,one_to_one,matched
MATCH-0000403,PAYREC-000487,BTX-0000403,one_to_one,matched
MATCH-0000404,PAYREC-000488,BTX-0000404,one_to_one,matched
MATCH-0000405,PAYREC-000489,BTX-0000405,one_to_one,matched
MATCH-0000406,PAYREC-000490,BTX-0000406,one_to_one,matched
MATCH-0000407,PAYREC-000492,BTX-0000407,one_to_one,matched
MATCH-0000408,PAYREC-000493,BTX-0000408,one_to_one,matched
MATCH-0000409,PAYREC-000494,BTX-0000409,one_to_one,matched
MATCH-0000410,PAYREC-000495,BTX-0000410,one_to_one,matched
MATCH-0000411,PAYREC-000496,BTX-0000411,one_to_one,matched
MATCH-0000412,PAYREC-000497,BTX-0000412,one_to_one,matched
MATCH-0000413,PAYREC-000498,BTX-0000413,one_to_one,matched
MATCH-0000414,PAYREC-000499,BTX-0000414,one_to_one,matched
MATCH-0000415,PAYREC-000500,BTX-0000415,one_to_one,matched
MATCH-0000416,PAYREC-000501,BTX-0000416,one_to_one,matched
MATCH-0000417,PAYREC-000502,BTX-0000417,one_to_one,matched
MATCH-0000418,PAYREC-000504,BTX-0000418,one_to_one,matched
MATCH-0000419,PAYREC-000505,BTX-0000419,one_to_one,matched
MATCH-0000420,PAYREC-000506,BTX-0000420,one_to_one,matched
MATCH-0000421,PAYREC-000507,BTX-0000421,one_to_one,matched
MATCH-0000422,PAYREC-000508,BTX-0000422,one_to_one,matched
MATCH-0000423,PAYREC-000509,BTX-0000423,one_to_one,matched
MATCH-0000424,PAYREC-000510,BTX-0000424,one_to_one,matched
MATCH-0000425,PAYREC-000511,BTX-0000425,one_to_one,matched
MATCH-0000426,PAYREC-000512,BTX-0000426,one_to_one,matched
MATCH-0000427,PAYREC-000514,BTX-0000427,one_to_one,matched
MATCH-0000428,PAYREC-000516,BTX-0000428,one_to_one,matched
MATCH-0000429,PAYREC-000517,BTX-0000429,one_to_one,matched
MATCH-0000430,PAYREC-000518,BTX-0000430,one_to_one,matched
MATCH-0000431,PAYREC-000519,BTX-0000431,one_to_one,matched
MATCH-0000432,PAYREC-000520,BTX-0000432,one_to_one,matched
MATCH-0000433,PAYREC-000521,BTX-0000433,one_to_one,matched
MATCH-0000434,PAYREC-000523,BTX-0000434,one_to_one,matched
MATCH-0000435,PAYREC-000524,BTX-0000435,one_to_one,matched
MATCH-0000436,PAYREC-000525,BTX-0000436,one_to_one,matched
MATCH-0000437,PAYREC-000527,BTX-0000437,one_to_one,matched
MATCH-0000438,PAYREC-000528,BTX-0000438,one_to_one,matched
MATCH-0000439,PAYREC-000529,BTX-0000439,one_to_one,matched
MATCH-0000440,PAYREC-000530,BTX-0000440,one_to_one,matched
MATCH-0000441,PAYREC-000531,BTX-0000441,one_to_one,matched
MATCH-0000442,PAYREC-000532,BTX-0000442,one_to_one,matched
MATCH-0000443,PAYREC-000535,BTX-0000443,one_to_one,matched
MATCH-0000444,PAYREC-000537,BTX-0000444,one_to_one,matched
MATCH-0000445,PAYREC-000538,BTX-0000445,one_to_one,matched
MATCH-0000446,PAYREC-000539,BTX-0000446,one_to_one,matched
MATCH-0000447,PAYREC-000541,BTX-0000447,one_to_one,matched
MATCH-0000448,PAYREC-000542,BTX-0000448,one_to_one,matched
MATCH-0000449,PAYREC-000547,BTX-0000449,one_to_one,matched
MATCH-0000450,PAYREC-000548,BTX-0000450,one_to_one,matched
MATCH-0000451,PAYREC-000549,BTX-0000451,one_to_one,matched
MATCH-0000452,PAYREC-000550,BTX-0000452,one_to_one,matched
MATCH-0000453,PAYREC-000552,BTX-0000453,one_to_one,matched
MATCH-0000454,PAYREC-000553,BTX-0000454,one_to_one,matched
MATCH-0000455,PAYREC-000554,BTX-0000455,one_to_one,matched
MATCH-0000456,PAYREC-000555,BTX-0000456,one_to_one,matched
MATCH-0000457,PAYREC-000556,BTX-0000457,one_to_one,matched
MATCH-0000458,PAYREC-000558,BTX-0000458,one_to_one,matched
MATCH-0000459,PAYREC-000560,BTX-0000459,one_to_one,matched
MATCH-0000460,PAYREC-000561,BTX-0000460,one_to_one,matched
MATCH-0000461,PAYREC-000565,BTX-0000461,one_to_one,matched
MATCH-0000462,PAYREC-000567,BTX-0000462,one_to_one,matched
MATCH-0000463,PAYREC-000568,BTX-0000463,one_to_one,matched
MATCH-0000464,PAYREC-000569,BTX-0000464,one_to_one,matched
MATCH-0000465,PAYREC-000570,BTX-0000465,one_to_one,matched
MATCH-0000466,PAYREC-000571,BTX-0000466,one_to_one,matched
MATCH-0000467,PAYREC-000572,BTX-0000467,one_to_one,matched
MATCH-0000468,PAYREC-000573,BTX-0000468,one_to_one,matched
MATCH-0000469,PAYREC-000575,BTX-0000469,one_to_one,matched
MATCH-0000470,PAYREC-000576,BTX-0000470,one_to_one,matched
MATCH-0000471,PAYREC-000577,BTX-0000471,one_to_one,matched
MATCH-0000472,PAYREC-000578,BTX-0000472,one_to_one,matched
MATCH-0000473,PAYREC-000579,BTX-0000473,one_to_one,matched
MATCH-0000474,PAYREC-000580,BTX-0000474,one_to_one,matched
MATCH-0000475,PAYREC-000582,BTX-0000475,one_to_one,matched
MATCH-0000476,PAYREC-000583,BTX-0000476,one_to_one,matched
MATCH-0000477,PAYREC-000585,BTX-0000477,one_to_one,matched
MATCH-0000478,PAYREC-000586,BTX-0000478,one_to_one,matched
MATCH-0000479,PAYREC-000587,BTX-0000479,one_to_one,matched
MATCH-0000480,PAYREC-000588,BTX-0000480,one_to_one,matched
MATCH-0000481,PAYREC-000591,BTX-0000481,one_to_one,matched
MATCH-0000482,PAYREC-000592,BTX-0000482,one_to_one,matched
MATCH-0000483,PAYREC-000593,BTX-0000483,one_to_one,matched
MATCH-0000484,PAYREC-000595,BTX-0000484,one_to_one,matched
MATCH-0000485,PAYREC-000597,BTX-0000485,one_to_one,matched
MATCH-0000486,PAYREC-000598,BTX-0000486,one_to_one,matched
MATCH-0000487,PAYREC-000599,BTX-0000487,one_to_one,matched
MATCH-0000488,PAYREC-000601,BTX-0000488,one_to_one,matched
MATCH-0000489,PAYREC-000608,BTX-0000489,one_to_one,matched
MATCH-0000490,PAYREC-000609,BTX-0000490,one_to_one,matched
MATCH-0000491,PAYREC-000610,BTX-0000491,one_to_one,matched
MATCH-0000492,PAYREC-000611,BTX-0000492,one_to_one,matched
MATCH-0000493,PAYREC-000612,BTX-0000493,one_to_one,matched
MATCH-0000494,PAYREC-000613,BTX-0000494,one_to_one,matched
MATCH-0000495,PAYREC-000614,BTX-0000495,one_to_one,matched
MATCH-0000496,PAYREC-000616,BTX-0000496,one_to_one,matched
MATCH-0000497,PAYREC-000617,BTX-0000497,one_to_one,matched
MATCH-0000498,PAYREC-000619,BTX-0000498,one_to_one,matched
MATCH-0000499,PAYREC-000620,BTX-0000499,one_to_one,matched
MATCH-0000500,PAYREC-000621,BTX-0000500,one_to_one,matched
MATCH-0000501,PAYREC-000622,BTX-0000501,one_to_one,matched
MATCH-0000502,PAYREC-000623,BTX-0000502,one_to_one,matched
MATCH-0000503,PAYREC-000626,BTX-0000503,one_to_one,matched
MATCH-0000504,PAYREC-000627,BTX-0000504,one_to_one,matched
MATCH-0000505,PAYREC-000628,BTX-0000505,one_to_one,matched
MATCH-0000506,PAYREC-000629,BTX-0000506,one_to_one,matched
MATCH-0000507,PAYREC-000630,BTX-0000507,one_to_one,matched
MATCH-0000508,PAYREC-000631,BTX-0000508,one_to_one,matched
MATCH-0000509,PAYREC-000632,BTX-0000509,one_to_one,matched
MATCH-0000510,PAYREC-000633,BTX-0000510,one_to_one,matched
MATCH-0000511,PAYREC-000634,BTX-0000511,one_to_one,matched
MATCH-0000512,PAYREC-000638,BTX-0000512,one_to_one,matched
MATCH-0000513,PAYREC-000639,BTX-0000513,one_to_one,matched
MATCH-0000514,PAYREC-000640,BTX-0000514,one_to_one,matched
MATCH-0000515,PAYREC-000643,BTX-0000515,one_to_one,matched
MATCH-0000516,PAYREC-000644,BTX-0000516,one_to_one,matched
MATCH-0000517,PAYREC-000645,BTX-0000517,one_to_one,matched
MATCH-0000518,PAYREC-000646,BTX-0000518,one_to_one,matched
MATCH-0000519,PAYREC-000647,BTX-0000519,one_to_one,matched
MATCH-0000520,PAYREC-000648,BTX-0000520,one_to_one,matched
MATCH-0000521,PAYREC-000649,BTX-0000521,one_to_one,matched
MATCH-0000522,PAYREC-000650,BTX-0000522,one_to_one,matched
MATCH-0000523,PAYREC-000652,BTX-0000523,one_to_one,matched
MATCH-0000524,PAYREC-000654,BTX-0000524,one_to_one,matched
MATCH-0000525,PAYREC-000655,BTX-0000525,one_to_one,matched
MATCH-0000526,PAYREC-000656,BTX-0000526,one_to_one,matched
MATCH-0000527,PAYREC-000657,BTX-0000527,one_to_one,matched
MATCH-0000528,PAYREC-000658,BTX-0000528,one_to_one,matched
MATCH-0000529,PAYREC-000659,BTX-0000529,one_to_one,matched
MATCH-0000530,PAYREC-000660,BTX-0000530,one_to_one,matched
MATCH-0000531,PAYREC-000661,BTX-0000531,one_to_one,matched
MATCH-0000532,PAYREC-000663,BTX-0000532,one_to_one,matched
MATCH-0000533,PAYREC-000664,BTX-0000533,one_to_one,matched
MATCH-0000534,PAYREC-000665,BTX-0000534,one_to_one,matched
MATCH-0000535,PAYREC-000666,BTX-0000535,one_to_one,matched
MATCH-0000536,PAYREC-000667,BTX-0000536,one_to_one,matched
MATCH-0000537,PAYREC-000668,BTX-0000537,one_to_one,matched
MATCH-0000538,PAYREC-000670,BTX-0000538,one_to_one,matched
MATCH-0000539,PAYREC-000671,BTX-0000539,one_to_one,matched
MATCH-0000540,PAYREC-000672,BTX-0000540,one_to_one,matched
MATCH-0000541,PAYREC-000673,BTX-0000541,one_to_one,matched
MATCH-0000542,PAYREC-000674,BTX-0000542,one_to_one,matched
MATCH-0000543,PAYREC-000675,BTX-0000543,one_to_one,matched
MATCH-0000544,PAYREC-000676,BTX-0000544,one_to_one,matched
MATCH-0000545,PAYREC-000678,BTX-0000545,one_to_one,matched
MATCH-0000546,PAYREC-000679,BTX-0000546,one_to_one,matched
MATCH-0000547,PAYREC-000681,BTX-0000547,one_to_one,matched
MATCH-0000548,PAYREC-000683,BTX-0000548,one_to_one,matched
MATCH-0000549,PAYREC-000685,BTX-0000549,one_to_one,matched
MATCH-0000550,PAYREC-000686,BTX-0000550,one_to_one,matched
MATCH-0000551,PAYREC-000687,BTX-0000551,one_to_one,matched
MATCH-0000552,PAYREC-000689,BTX-0000552,one_to_one,matched
MATCH-0000553,PAYREC-000690,BTX-0000553,one_to_one,matched
MATCH-0000554,PAYREC-000691,BTX-0000554,one_to_one,matched
MATCH-0000555,PAYREC-000692,BTX-0000555,one_to_one,matched
MATCH-0000556,PAYREC-000693,BTX-0000556,one_to_one,matched
MATCH-0000557,PAYREC-000694,BTX-0000557,one_to_one,matched
MATCH-0000558,PAYREC-000695,BTX-0000558,one_to_one,matched
MATCH-0000559,PAYREC-000696,BTX-0000559,one_to_one,matched
MATCH-0000560,PAYREC-000697,BTX-0000560,one_to_one,matched
MATCH-0000561,PAYREC-000698,BTX-0000561,one_to_one,matched
MATCH-0000562,PAYREC-000699,BTX-0000562,one_to_one,matched
MATCH-0000563,PAYREC-000700,BTX-0000563,one_to_one,matched
MATCH-0000564,PAYREC-000701,BTX-0000564,one_to_one,matched
MATCH-0000565,PAYREC-000702,BTX-0000565,one_to_one,matched
MATCH-0000566,PAYREC-000703,BTX-0000566,one_to_one,matched
MATCH-0000567,PAYREC-000704,BTX-0000567,one_to_one,matched
MATCH-0000568,PAYREC-000705,BTX-0000568,one_to_one,matched
MATCH-0000569,PAYREC-000706,BTX-0000569,one_to_one,matched
MATCH-0000570,PAYREC-000707,BTX-0000570,one_to_one,matched
MATCH-0000571,PAYREC-000708,BTX-0000571,one_to_one,matched
MATCH-0000572,PAYREC-000709,BTX-0000572,one_to_one,matched
MATCH-0000573,PAYREC-000710,BTX-0000573,one_to_one,matched
MATCH-0000574,PAYREC-000711,BTX-0000574,one_to_one,matched
MATCH-0000575,PAYREC-000712,BTX-0000575,one_to_one,matched
MATCH-0000576,PAYREC-000713,BTX-0000576,one_to_one,matched
MATCH-0000577,PAYREC-000716,BTX-0000577,one_to_one,matched
MATCH-0000578,PAYREC-000717,BTX-0000578,one_to_one,matched
MATCH-0000579,PAYREC-000718,BTX-0000579,one_to_one,matched
MATCH-0000580,PAYREC-000720,BTX-0000580,one_to_one,matched
MATCH-0000581,PAYREC-000721,BTX-0000581,one_to_one,matched
MATCH-0000582,PAYREC-000722,BTX-0000582,one_to_one,matched
MATCH-0000583,PAYREC-000723,BTX-0000583,one_to_one,matched
MATCH-0000584,PAYREC-000725,BTX-0000584,one_to_one,matched
MATCH-0000585,PAYREC-000726,BTX-0000585,one_to_one,matched
MATCH-0000586,PAYREC-000727,BTX-0000586,one_to_one,matched
MATCH-0000587,PAYREC-000729,BTX-0000587,one_to_one,matched
MATCH-0000588,PAYREC-000730,BTX-0000588,one_to_one,matched
MATCH-0000589,PAYREC-000731,BTX-0000589,one_to_one,matched
MATCH-0000590,PAYREC-000732,BTX-0000590,one_to_one,matched
MATCH-0000591,PAYREC-000733,BTX-0000591,one_to_one,matched
MATCH-0000592,PAYREC-000735,BTX-0000592,one_to_one,matched
MATCH-0000593,PAYREC-000738,BTX-0000593,one_to_one,matched
MATCH-0000594,PAYREC-000739,BTX-0000594,one_to_one,matched
MATCH-0000595,PAYREC-000740,BTX-0000595,one_to_one,matched
MATCH-0000596,PAYREC-000742,BTX-0000596,one_to_one,matched
MATCH-0000597,PAYREC-000743,BTX-0000597,one_to_one,matched
MATCH-0000598,PAYREC-000744,BTX-0000598,one_to_one,matched
MATCH-0000599,PAYREC-000745,BTX-0000599,one_to_one,matched
MATCH-0000600,PAYREC-000747,BTX-0000600,one_to_one,matched
MATCH-0000601,PAYREC-000749,BTX-0000601,one_to_one,matched
MATCH-0000602,PAYREC-000750,BTX-0000602,one_to_one,matched
MATCH-0000603,PAYREC-000752,BTX-0000603,one_to_one,matched
MATCH-0000604,PAYREC-000753,BTX-0000604,one_to_one,matched
MATCH-0000605,PAYREC-000754,BTX-0000605,one_to_one,matched
MATCH-0000606,PAYREC-000755,BTX-0000606,one_to_one,matched
MATCH-0000607,PAYREC-000756,BTX-0000607,one_to_one,matched
MATCH-0000608,PAYREC-000757,BTX-0000608,one_to_one,matched
MATCH-0000609,PAYREC-000759,BTX-0000609,one_to_one,matched
MATCH-0000610,PAYREC-000760,BTX-0000610,one_to_one,matched
MATCH-0000611,PAYREC-000761,BTX-0000611,one_to_one,matched
MATCH-0000612,PAYREC-000763,BTX-0000612,one_to_one,matched
MATCH-0000613,PAYREC-000764,BTX-0000613,one_to_one,matched
MATCH-0000614,PAYREC-000765,BTX-0000614,one_to_one,matched
MATCH-0000615,PAYREC-000766,BTX-0000615,one_to_one,matched
MATCH-0000616,PAYREC-000767,BTX-0000616,one_to_one,matched
MATCH-0000617,PAYREC-000768,BTX-0000617,one_to_one,matched
MATCH-0000618,PAYREC-000769,BTX-0000618,one_to_one,matched
MATCH-0000619,PAYREC-000770,BTX-0000619,one_to_one,matched
MATCH-0000620,PAYREC-000771,BTX-0000620,one_to_one,matched
MATCH-0000621,PAYREC-000772,BTX-0000621,one_to_one,matched
MATCH-0000622,PAYREC-000773,BTX-0000622,one_to_one,matched
MATCH-0000623,PAYREC-000774,BTX-0000623,one_to_one,matched
MATCH-0000624,PAYREC-000775,BTX-0000624,one_to_one,matched
MATCH-0000625,PAYREC-000776,BTX-0000625,one_to_one,matched
MATCH-0000626,PAYREC-000777,BTX-0000626,one_to_one,matched
MATCH-0000627,PAYREC-000778,BTX-0000627,one_to_one,matched
MATCH-0000628,PAYREC-000781,BTX-0000628,one_to_one,matched
MATCH-0000629,PAYREC-000782,BTX-0000629,one_to_one,matched
MATCH-0000630,PAYREC-000783,BTX-0000630,one_to_one,matched
MATCH-0000631,PAYREC-000784,BTX-0000631,one_to_one,matched
MATCH-0000632,PAYREC-000785,BTX-0000632,one_to_one,matched
MATCH-0000633,PAYREC-000786,BTX-0000633,one_to_one,matched
MATCH-0000634,PAYREC-000787,BTX-0000634,one_to_one,matched
MATCH-0000635,PAYREC-000788,BTX-0000635,one_to_one,matched
MATCH-0000636,PAYREC-000789,BTX-0000636,one_to_one,matched
MATCH-0000637,PAYREC-000790,BTX-0000637,one_to_one,matched
MATCH-0000638,PAYREC-000791,BTX-0000638,one_to_one,matched
MATCH-0000639,PAYREC-000792,BTX-0000639,one_to_one,matched
MATCH-0000640,PAYREC-000793,BTX-0000640,one_to_one,matched
MATCH-0000641,PAYREC-000794,BTX-0000641,one_to_one,matched
MATCH-0000642,PAYREC-000795,BTX-0000642,one_to_one,matched
MATCH-0000643,PAYREC-000796,BTX-0000643,one_to_one,matched
MATCH-0000644,PAYREC-000797,BTX-0000644,one_to_one,matched
MATCH-0000645,PAYREC-000798,BTX-0000645,one_to_one,matched
MATCH-0000646,PAYREC-000799,BTX-0000646,one_to_one,matched
MATCH-0000647,PAYREC-000800,BTX-0000647,one_to_one,matched
MATCH-0000648,PAYREC-000801,BTX-0000648,one_to_one,matched
MATCH-0000649,PAYREC-000802,BTX-0000649,one_to_one,matched
MATCH-0000650,PAYREC-000803,BTX-0000650,one_to_one,matched
MATCH-0000651,PAYREC-000804,BTX-0000651,one_to_one,matched
MATCH-0000652,PAYREC-000805,BTX-0000652,one_to_one,matched
MATCH-0000653,PAYREC-000808,BTX-0000653,one_to_one,matched
MATCH-0000654,PAYREC-000809,BTX-0000654,one_to_one,matched
MATCH-0000655,PAYREC-000810,BTX-0000655,one_to_one,matched
MATCH-0000656,PAYREC-000811,BTX-0000656,one_to_one,matched
MATCH-0000657,PAYREC-000813,BTX-0000657,one_to_one,matched
MATCH-0000658,PAYREC-000814,BTX-0000658,one_to_one,matched
MATCH-0000659,PAYREC-000815,BTX-0000659,one_to_one,matched
MATCH-0000660,PAYREC-000816,BTX-0000660,one_to_one,matched
MATCH-0000661,PAYREC-000817,BTX-0000661,one_to_one,matched
MATCH-0000662,PAYREC-000818,BTX-0000662,one_to_one,matched
MATCH-0000663,PAYREC-000819,BTX-0000663,one_to_one,matched
MATCH-0000664,PAYREC-000821,BTX-0000664,one_to_one,matched
MATCH-0000665,PAYREC-000822,BTX-0000665,one_to_one,matched
MATCH-0000666,PAYREC-000823,BTX-0000666,one_to_one,matched
MATCH-0000667,PAYREC-000824,BTX-0000667,one_to_one,matched
MATCH-0000668,PAYREC-000825,BTX-0000668,one_to_one,matched
MATCH-0000669,PAYREC-000826,BTX-0000669,one_to_one,matched
MATCH-0000670,PAYREC-000827,BTX-0000670,one_to_one,matched
MATCH-0000671,PAYREC-000828,BTX-0000671,one_to_one,matched
MATCH-0000672,PAYREC-000830,BTX-0000672,one_to_one,matched
MATCH-0000673,PAYREC-000831,BTX-0000673,one_to_one,matched
MATCH-0000674,PAYREC-000832,BTX-0000674,one_to_one,matched
MATCH-0000675,PAYREC-000833,BTX-0000675,one_to_one,matched
MATCH-0000676,PAYREC-000834,BTX-0000676,one_to_one,matched
MATCH-0000677,PAYREC-000835,BTX-0000677,one_to_one,matched
MATCH-0000678,PAYREC-000836,BTX-0000678,one_to_one,matched
MATCH-0000679,PAYREC-000837,BTX-0000679,one_to_one,matched
MATCH-0000680,PAYREC-000838,BTX-0000680,one_to_one,matched
MATCH-0000681,PAYREC-000839,BTX-0000681,one_to_one,matched
MATCH-0000682,PAYREC-000840,BTX-0000682,one_to_one,matched
MATCH-0000683,PAYREC-000841,BTX-0000683,one_to_one,matched
MATCH-0000684,PAYREC-000842,BTX-0000684,one_to_one,matched
MATCH-0000685,PAYREC-000843,BTX-0000685,one_to_one,matched
MATCH-0000686,PAYREC-000844,BTX-0000686,one_to_one,matched
MATCH-0000687,PAYREC-000846,BTX-0000687,one_to_one,matched
MATCH-0000688,PAYREC-000848,BTX-0000688,one_to_one,matched
MATCH-0000689,PAYREC-000849,BTX-0000689,one_to_one,matched
MATCH-0000690,PAYREC-000850,BTX-0000690,one_to_one,matched
MATCH-0000691,PAYREC-000851,BTX-0000691,one_to_one,matched
MATCH-0000692,PAYREC-000852,BTX-0000692,one_to_one,matched
MATCH-0000693,PAYREC-000853,BTX-0000693,one_to_one,matched
MATCH-0000694,PAYREC-000854,BTX-0000694,one_to_one,matched
MATCH-0000695,PAYREC-000855,BTX-0000695,one_to_one,matched
MATCH-0000696,PAYREC-000856,BTX-0000696,one_to_one,matched
MATCH-0000697,PAYREC-000857,BTX-0000697,one_to_one,matched
MATCH-0000698,PAYREC-000859,BTX-0000698,one_to_one,matched
MATCH-0000699,PAYREC-000860,BTX-0000699,one_to_one,matched
MATCH-0000700,PAYREC-000861,BTX-0000700,one_to_one,matched
MATCH-0000701,PAYREC-000862,BTX-0000701,one_to_one,matched
MATCH-0000702,PAYREC-000863,BTX-0000702,one_to_one,matched
MATCH-0000703,PAYREC-000864,BTX-0000703,one_to_one,matched
MATCH-0000704,PAYREC-000865,BTX-0000704,one_to_one,matched
MATCH-0000705,PAYREC-000866,BTX-0000705,one_to_one,matched
MATCH-0000706,PAYREC-000868,BTX-0000706,one_to_one,matched
MATCH-0000707,PAYREC-000871,BTX-0000707,one_to_one,matched
MATCH-0000708,PAYREC-000872,BTX-0000708,one_to_one,matched
MATCH-0000709,PAYREC-000873,BTX-0000709,one_to_one,matched
MATCH-0000710,PAYREC-000874,BTX-0000710,one_to_one,matched
MATCH-0000711,PAYREC-000875,BTX-0000711,one_to_one,matched
MATCH-0000712,PAYREC-000876,BTX-0000712,one_to_one,matched
MATCH-0000713,PAYREC-000877,BTX-0000713,one_to_one,matched
MATCH-0000714,PAYREC-000878,BTX-0000714,one_to_one,matched
MATCH-0000715,PAYREC-000880,BTX-0000715,one_to_one,matched
MATCH-0000716,PAYREC-000881,BTX-0000716,one_to_one,matched
MATCH-0000717,PAYREC-000882,BTX-0000717,one_to_one,matched
MATCH-0000718,PAYREC-000883,BTX-0000718,one_to_one,matched
MATCH-0000719,PAYREC-000884,BTX-0000719,one_to_one,matched
MATCH-0000720,PAYREC-000885,BTX-0000720,one_to_one,matched
MATCH-0000721,PAYREC-000886,BTX-0000721,one_to_one,matched
MATCH-0000722,PAYREC-000887,BTX-0000722,one_to_one,matched
MATCH-0000723,PAYREC-000888,BTX-0000723,one_to_one,matched
MATCH-0000724,PAYREC-000889,BTX-0000724,one_to_one,matched
MATCH-0000725,PAYREC-000890,BTX-0000725,one_to_one,matched
MATCH-0000726,PAYREC-000891,BTX-0000726,one_to_one,matched
MATCH-0000727,PAYREC-000892,BTX-0000727,one_to_one,matched
MATCH-0000728,PAYREC-000893,BTX-0000728,one_to_one,matched
MATCH-0000729,PAYREC-000894,BTX-0000729,one_to_one,matched
MATCH-0000730,PAYREC-000895,BTX-0000730,one_to_one,matched
MATCH-0000731,PAYREC-000896,BTX-0000731,one_to_one,matched
MATCH-0000732,PAYREC-000897,BTX-0000732,one_to_one,matched
MATCH-0000733,PAYREC-000900,BTX-0000733,one_to_one,matched
MATCH-0000734,PAYREC-000902,BTX-0000734,one_to_one,matched
MATCH-0000735,PAYREC-000904,BTX-0000735,one_to_one,matched
MATCH-0000736,PAYREC-000907,BTX-0000736,one_to_one,matched
MATCH-0000737,PAYREC-000908,BTX-0000737,one_to_one,matched
MATCH-0000738,PAYREC-000909,BTX-0000738,one_to_one,matched
MATCH-0000739,PAYREC-000911,BTX-0000739,one_to_one,matched
MATCH-0000740,PAYREC-000912,BTX-0000740,one_to_one,matched
MATCH-0000741,PAYREC-000914,BTX-0000741,one_to_one,matched
MATCH-0000742,PAYREC-000915,BTX-0000742,one_to_one,matched
MATCH-0000743,PAYREC-000916,BTX-0000743,one_to_one,matched
MATCH-0000744,PAYREC-000917,BTX-0000744,one_to_one,matched
MATCH-0000745,PAYREC-000918,BTX-0000745,one_to_one,matched
MATCH-0000746,PAYREC-000919,BTX-0000746,one_to_one,matched
MATCH-0000747,PAYREC-000920,BTX-0000747,one_to_one,matched
MATCH-0000748,PAYREC-000921,BTX-0000748,one_to_one,matched
MATCH-0000749,PAYREC-000922,BTX-0000749,one_to_one,matched
MATCH-0000750,PAYREC-000923,BTX-0000750,one_to_one,matched
MATCH-0000751,PAYREC-000924,BTX-0000751,one_to_one,matched
MATCH-0000752,PAYREC-000925,BTX-0000752,one_to_one,matched
MATCH-0000753,PAYREC-000926,BTX-0000753,one_to_one,matched
MATCH-0000754,PAYREC-000927,BTX-0000754,one_to_one,matched
MATCH-0000755,PAYREC-000928,BTX-0000755,one_to_one,matched
MATCH-0000756,PAYREC-000929,BTX-0000756,one_to_one,matched
MATCH-0000757,PAYREC-000931,BTX-0000757,one_to_one,matched
MATCH-0000758,PAYREC-000932,BTX-0000758,one_to_one,matched
MATCH-0000759,PAYREC-000934,BTX-0000759,one_to_one,matched
MATCH-0000760,PAYREC-000935,BTX-0000760,one_to_one,matched
MATCH-0000761,PAYREC-000936,BTX-0000761,one_to_one,matched
MATCH-0000762,PAYREC-000937,BTX-0000762,one_to_one,matched
MATCH-0000763,PAYREC-000938,BTX-0000763,one_to_one,matched
MATCH-0000764,PAYREC-000941,BTX-0000764,one_to_one,matched
MATCH-0000765,PAYREC-000942,BTX-0000765,one_to_one,matched
MATCH-0000766,PAYREC-000943,BTX-0000766,one_to_one,matched
MATCH-0000767,PAYREC-000945,BTX-0000767,one_to_one,matched
MATCH-0000768,PAYREC-000946,BTX-0000768,one_to_one,matched
MATCH-0000769,PAYREC-000947,BTX-0000769,one_to_one,matched
MATCH-0000770,PAYREC-000948,BTX-0000770,one_to_one,matched
MATCH-0000771,PAYREC-000949,BTX-0000771,one_to_one,matched
MATCH-0000772,PAYREC-000950,BTX-0000772,one_to_one,matched
MATCH-0000773,PAYREC-000952,BTX-0000773,one_to_one,matched
MATCH-0000774,PAYREC-000953,BTX-0000774,one_to_one,matched
MATCH-0000775,PAYREC-000954,BTX-0000775,one_to_one,matched
MATCH-0000776,PAYREC-000955,BTX-0000776,one_to_one,matched
MATCH-0000777,PAYREC-000956,BTX-0000777,one_to_one,matched
MATCH-0000778,PAYREC-000957,BTX-0000778,one_to_one,matched
MATCH-0000779,PAYREC-000958,BTX-0000779,one_to_one,matched
MATCH-0000780,PAYREC-000959,BTX-0000780,one_to_one,matched
MATCH-0000781,PAYREC-000960,BTX-0000781,one_to_one,matched
MATCH-0000782,PAYREC-000961,BTX-0000782,one_to_one,matched
MATCH-0000783,PAYREC-000962,BTX-0000783,one_to_one,matched
MATCH-0000784,PAYREC-000963,BTX-0000784,one_to_one,matched
MATCH-0000785,PAYREC-000964,BTX-0000785,one_to_one,matched
MATCH-0000786,PAYREC-000965,BTX-0000786,one_to_one,matched
MATCH-0000787,PAYREC-000966,BTX-0000787,one_to_one,matched
MATCH-0000788,PAYREC-000967,BTX-0000788,one_to_one,matched
MATCH-0000789,PAYREC-000968,BTX-0000789,one_to_one,matched
MATCH-0000790,PAYREC-000969,BTX-0000790,one_to_one,matched
MATCH-0000791,PAYREC-000970,BTX-0000791,one_to_one,matched
MATCH-0000792,PAYREC-000971,BTX-0000792,one_to_one,matched
MATCH-0000793,PAYREC-000972,BTX-0000793,one_to_one,matched
MATCH-0000794,PAYREC-000973,BTX-0000794,one_to_one,matched
MATCH-0000795,PAYREC-000974,BTX-0000795,one_to_one,matched
MATCH-0000796,PAYREC-000975,BTX-0000796,one_to_one,matched
MATCH-0000797,PAYREC-000977,BTX-0000797,one_to_one,matched
