bank_transaction_id,booking_date,value_date,amount,currency,transaction_type,payer_name,payer_reference,bank_description,scenario_type,is_reversal,original_bank_transaction_id
BTX-0001044,2025-02-15,2025-02-15,1838.19,GBP,credit,BrightPath LIMITED,PAY INV-101292,BrightPath LIMITED PAY INV-101292,clean_reference,False,
BTX-0000008,2025-02-15,2025-02-15,2500.0,GBP,credit,Maple Limited,,Maple Limited,missing_reference,False,
BTX-0001522,2025-02-15,2025-02-15,4764.6,GBP,credit,Northstar Limited,0056101859,Northstar Limited 0056101859,truncated_reference,False,
BTX-0001735,2025-02-15,2025-02-15,99.0,GBP,unexpected_credit,Third Party Receipt,PAYMENT,Third Party Receipt PAYMENT,unexpected_receipt,False,
BTX-0000393,2025-02-15,2025-02-15,199.0,GBP,credit,Redwood Retail,INV-100476,Redwood Retail INV-100476,clean_reference,False,
BTX-0001767,2025-02-15,2025-02-15,4831.41,GBP,unexpected_credit,Maple Solutions,ADVANCE PAYMENT,Maple Solutions ADVANCE PAYMENT,unexpected_receipt,False,
BTX-0001295,2025-02-15,2025-02-15,3211.9,GBP,credit,Maple Services,101583,Maple Services 101583,truncated_reference,False,
BTX-0000795,2025-02-15,2025-02-15,1098.78,GBP,credit,BlueRock Distribution,INV-1,BlueRock Distribution INV-1,truncated_reference,False,
BTX-0001420,2025-02-15,2025-02-15,843.16,GBP,credit,SUMMIT TRADING,,SUMMIT TRADING,missing_reference,False,
BTX-0001262,2025-02-15,2025-02-15,4051.65,GBP,credit,Northstar Services,C0025-INV-101545,Northstar Services C0025-INV-101545,clean_reference,False,
BTX-0001558,2025-02-15,2025-02-15,2500.0,GBP,credit,Vertex Holdings,C0019-INV-101904,Vertex Holdings C0019-INV-101904,clean_reference,False,
BTX-0001149,2025-02-15,2025-02-15,2500.0,GBP,credit,MAPLE HOLDINGS,C0049-INV-101411,MAPLE HOLDINGS C0049-INV-101411,clean_reference,False,
BTX-0000954,2025-02-15,2025-02-15,4934.57,GBP,credit,REDWOOD TRADING,C0068-INV-101182,REDWOOD TRADING C0068-INV-101182,clean_reference,False,
BTX-0000680,2025-02-15,2025-02-15,2817.61,GBP,credit,Redwood Limited,PAY INV-100838,Redwood Limited PAY INV-100838,clean_reference,False,
BTX-0001257,2025-02-15,2025-02-15,2095.16,GBP,credit,BlueRock Distribution,C0061-INV-101538,BlueRock Distribution C0061-INV-101538,clean_reference,False,
BTX-0000028,2025-02-16,2025-02-16,2841.65,GBP,credit,Acme Limited,PAY INV,Acme Limited PAY INV,truncated_reference,False,
BTX-0001256,2025-02-16,2025-02-16,99.0,GBP,credit,Summit Retail,INV-101537,Summit Retail INV-101537,clean_reference,False,
BTX-0000464,2025-02-16,2025-02-16,2500.0,GBP,credit,Maple Trading,0073100569,Maple Trading 0073100569,truncated_reference,False,
BTX-0001302,2025-02-16,2025-02-16,250.0,GBP,credit,Redwood Partners,C0071 101590,Redwood Partners C0071 101590,clean_reference,False,
BTX-0001547,2025-02-16,2025-02-16,399.0,GBP,credit,Vertex Holdings,PAY INV-101892,Vertex Holdings PAY INV-101892,clean_reference,False,
BTX-0000875,2025-02-16,2025-02-16,1327.36,GBP,credit,BLUEROCK GROUP,INV-1,BLUEROCK GROUP INV-1,truncated_reference,False,
BTX-0001320,2025-02-16,2025-02-16,1200.0,GBP,credit,Acme Ltd,INV-101613,Acme Ltd INV-101613,clean_reference,False,
BTX-0000321,2025-02-16,2025-02-16,750.0,GBP,credit,BlueRock Group,,BlueRock Group,missing_reference,False,
BTX-0000551,2025-02-16,2025-02-16,97.88,GBP,credit,Acme Holdings,PAY INV-100687,Acme Holdings PAY INV-100687,clean_reference,False,
BTX-0001445,2025-02-16,2025-02-16,4728.06,GBP,credit,CLEARWATER SERVICES,,CLEARWATER SERVICES,missing_reference,False,
BTX-0001667,2025-02-16,2025-02-16,299.0,GBP,unexpected_credit,Vertex Limited,C0007,Vertex Limited C0007,unexpected_receipt,False,
BTX-0000957,2025-02-16,2025-02-16,317.44,GBP,credit,BrightPath Solutions,PAY 101185,BrightPath Solutions PAY 101185,truncated_reference,False,
BTX-0001153,2025-02-16,2025-02-16,3088.65,GBP,credit,VERTEX SERVICES,101417,VERTEX SERVICES 101417,truncated_reference,False,
BTX-0001409,2025-02-16,2025-02-16,199.0,GBP,credit,Northstar Holdings,C0016 101718,Northstar Holdings C0016 101718,clean_reference,False,
BTX-0000987,2025-02-16,2025-02-16,2289.43,GBP,credit,Vertex Services,INV-101219,Vertex Services INV-101219,clean_reference,False,
BTX-0001462,2025-02-16,2025-02-16,4527.87,GBP,credit,IronBridge Holdings,C0032 101783,IronBridge Holdings C0032 101783,clean_reference,False,
BTX-0000296,2025-02-16,2025-02-16,250.0,GBP,credit,Maple Holdings,,Maple Holdings,missing_reference,False,
BTX-0001103,2025-02-16,2025-02-16,1215.53,GBP,credit,Vertex Retail,101362,Vertex Retail 101362,truncated_reference,False,
BTX-0001264,2025-02-17,2025-02-17,2495.36,GBP,credit,CLEARWATER DISTRIBUTION,INV-101548,CLEARWATER DISTRIBUTION INV-101548,clean_reference,False,
BTX-0000228,2025-02-17,2025-02-17,1408.53,GBP,credit,HARBOUR LIMITED,100273,HARBOUR LIMITED 100273,truncated_reference,False,
BTX-0001546,2025-02-17,2025-02-17,399.0,GBP,credit,BlueRock Solutions,C0006 101891,BlueRock Solutions C0006 101891,clean_reference,False,
BTX-0000415,2025-02-17,2025-02-17,750.0,GBP,credit,BrightPath Services,PAY 100500,BrightPath Services PAY 100500,truncated_reference,False,
BTX-0000780,2025-02-17,2025-02-17,808.33,GBP,credit,MAPLE TRADING,C0073 100959,MAPLE TRADING C0073 100959,clean_reference,False,
BTX-0000847,2025-02-17,2025-02-17,3659.46,GBP,credit,SILVERLINE LTD,C0046-INV-101040,SILVERLINE LTD C0046-INV-101040,clean_reference,False,
BTX-0001102,2025-02-17,2025-02-17,4891.06,GBP,credit,ClearWater Partners,C0050 101361,ClearWater Partners C0050 101361,clean_reference,False,
BTX-0001536,2025-02-17,2025-02-17,2197.82,GBP,credit,ClearWater Distribution,PAY INV-101878,ClearWater Distribution PAY INV-101878,clean_reference,False,
BTX-0001452,2025-02-17,2025-02-17,2884.52,GBP,credit,Acme Group,C0066 101772,Acme Group C0066 101772,clean_reference,False,
BTX-0000788,2025-02-17,2025-02-17,1774.12,GBP,credit,Summit Trading,C0012 100967,Summit Trading C0012 100967,clean_reference,False,
BTX-0001841,2025-02-17,2025-02-17,-250.0,GBP,reversal,ClearWater Distribution,REV 100907,REVERSAL BTX-0000736,reversal,True,BTX-0000736
BTX-0001851,2025-02-17,2025-02-17,-149.0,GBP,reversal,Maple Distribution,REV INV-100419,REVERSAL BTX-0000345,reversal,True,BTX-0000345
BTX-0000124,2025-02-17,2025-02-17,3901.18,GBP,credit,Redwood Trading,C0068 100148,Redwood Trading C0068 100148,clean_reference,False,
BTX-0000684,2025-02-17,2025-02-17,4386.76,GBP,credit,Redwood Services,PAY INV-100842,Redwood Services PAY INV-100842,clean_reference,False,
BTX-0000552,2025-02-17,2025-02-17,125.0,GBP,credit,IronBridge Ltd,C0035 100689,IronBridge Ltd C0035 100689,clean_reference,False,
BTX-0001169,2025-02-17,2025-02-17,199.0,GBP,credit,ClearWater Distribution,,ClearWater Distribution,missing_reference,False,
BTX-0000004,2025-02-17,2025-02-17,3380.34,GBP,credit,Summit Retail,C0043 100005,Summit Retail C0043 100005,clean_reference,False,
BTX-0000956,2025-02-18,2025-02-18,500.0,GBP,credit,Vertex Ltd,PAY INV-101184,Vertex Ltd PAY INV-101184,clean_reference,False,
BTX-0001685,2025-02-18,2025-02-18,4672.44,GBP,unexpected_credit,BrightPath Limited,MISC C0042,BrightPath Limited MISC C0042,unexpected_receipt,False,
BTX-0000410,2025-02-18,2025-02-18,388.64,GBP,credit,Maple Holdings,C0049 100495,Maple Holdings C0049 100495,clean_reference,False,
BTX-0001162,2025-02-18,2025-02-18,3941.58,GBP,credit,Redwood Ltd,0003101426,Redwood Ltd 0003101426,truncated_reference,False,
BTX-0000438,2025-02-18,2025-02-18,3878.96,GBP,credit,BlueRock Services,INV-100528,BlueRock Services INV-100528,clean_reference,False,
BTX-0001181,2025-02-18,2025-02-18,1982.34,GBP,credit,BRIGHTPATH LTD,C0060 101448,BRIGHTPATH LTD C0060 101448,clean_reference,False,
BTX-0000265,2025-02-18,2025-02-18,547.7,GBP,credit,Vertex Limited,C0007-INV-100320,Vertex Limited C0007-INV-100320,clean_reference,False,
BTX-0000653,2025-02-18,2025-02-18,756.43,GBP,credit,REDWOOD GROUP,,REDWOOD GROUP,missing_reference,False,
BTX-0000419,2025-02-18,2025-02-18,703.32,GBP,credit,REDWOOD TRADING,PAY INV-100505,REDWOOD TRADING PAY INV-100505,clean_reference,False,
BTX-0001631,2025-02-18,2025-02-18,2562.43,GBP,credit,ClearWater Distribution,C0051 101991,ClearWater Distribution C0051 101991,clean_reference,False,
BTX-0000255,2025-02-18,2025-02-18,4990.71,GBP,credit,ClearWater Services,INV-1,ClearWater Services INV-1,truncated_reference,False,
BTX-0001033,2025-02-18,2025-02-18,3455.83,GBP,credit,NORTHSTAR HOLDINGS,C0016 101278,NORTHSTAR HOLDINGS C0016 101278,truncated_reference,False,
BTX-0001026,2025-02-18,2025-02-18,299.0,GBP,credit,IronBridge Services,C0024 101268,IronBridge Services C0024 101268,clean_reference,False,
BTX-0000907,2025-02-18,2025-02-18,250.0,GBP,credit,Northstar Distribution,C0036 101120,Northstar Distribution C0036 101120,truncated_reference,False,
BTX-0001772,2025-02-18,2025-02-18,4032.1,GBP,unexpected_credit,Harbour Limited,ON ACCOUNT,Harbour Limited ON ACCOUNT,unexpected_receipt,False,
BTX-0000773,2025-02-18,2025-02-18,4593.51,GBP,credit,Vertex Retail,,Vertex Retail,missing_reference,False,
BTX-0000486,2025-02-19,2025-02-19,1200.0,GBP,credit,Redwood Group,100598,Redwood Group 100598,truncated_reference,False,
BTX-0001786,2025-02-19,2025-02-19,399.0,GBP,unexpected_credit,Redwood Group,C0062,Redwood Group C0062,unexpected_receipt,False,
BTX-0000300,2025-02-19,2025-02-19,1500.0,GBP,credit,CLEARWATER SERVICES,C0008 100362,CLEARWATER SERVICES C0008 100362,clean_reference,False,
BTX-0001341,2025-02-19,2025-02-19,1072.07,GBP,credit,Redwood Group,C0062 101635,Redwood Group C0062 101635,clean_reference,False,
BTX-0001641,2025-02-19,2025-02-19,299.0,GBP,unexpected_credit,Acme Solutions,ON ACCOUNT,Acme Solutions ON ACCOUNT,unexpected_receipt,False,
BTX-0001022,2025-02-19,2025-02-19,4854.6,GBP,credit,Acme Distribution,101261,Acme Distribution 101261,truncated_reference,False,
BTX-0000864,2025-02-19,2025-02-19,1596.78,GBP,credit,BLUEROCK SOLUTIONS,,BLUEROCK SOLUTIONS,missing_reference,False,
BTX-0000709,2025-02-19,2025-02-19,3047.6,GBP,credit,Acme Retail,INV-100873,Acme Retail INV-100873,clean_reference,False,
BTX-0001644,2025-02-19,2025-02-19,250.0,GBP,unexpected_credit,Legacy Payer,TRANSFER,Legacy Payer TRANSFER,unexpected_receipt,False,
BTX-0000792,2025-02-19,2025-02-19,606.24,GBP,credit,BlueRock Ltd,PAY INV-100971,BlueRock Ltd PAY INV-100971,clean_reference,False,
BTX-0001866,2025-02-19,2025-02-19,-149.0,GBP,reversal,Redwood Ltd,REV C0003 100141,REVERSAL BTX-0000118,reversal,True,BTX-0000118
BTX-0000392,2025-02-19,2025-02-19,678.1,GBP,credit,ACME RETAIL,C0053 100475,ACME RETAIL C0053 100475,clean_reference,False,
BTX-0001391,2025-02-19,2025-02-19,999.0,GBP,credit,Acme Retail,C0053 101698,Acme Retail C0053 101698,truncated_reference,False,
BTX-0000775,2025-02-19,2025-02-19,1500.0,GBP,credit,Vertex Solutions,INV-100954,Vertex Solutions INV-100954,clean_reference,False,
BTX-0001455,2025-02-19,2025-02-19,3986.36,GBP,credit,ClearWater Group,C0013-INV-101775,ClearWater Group C0013-INV-101775,clean_reference,False,
BTX-0001225,2025-02-19,2025-02-19,1551.14,GBP,credit,Acme Limited,C0020-INV-101498,Acme Limited C0020-INV-101498,clean_reference,False,
BTX-0000502,2025-02-20,2025-02-20,3881.45,GBP,credit,BlueRock Group,PAY INV-100623,BlueRock Group PAY INV-100623,clean_reference,False,
BTX-0000085,2025-02-20,2025-02-20,1725.88,GBP,credit,ACME LIMITED,100102,ACME LIMITED 100102,truncated_reference,False,
BTX-0000158,2025-02-20,2025-02-20,149.0,GBP,credit,Vertex Holdings,C0019-INV-100188,Vertex Holdings C0019-INV-100188,clean_reference,False,
BTX-0001221,2025-02-20,2025-02-20,2315.68,GBP,credit,CLEARWATER LIMITED,C0021 101494,CLEARWATER LIMITED C0021 101494,clean_reference,False,
BTX-0001791,2025-02-20,2025-02-20,125.0,GBP,unexpected_credit,Harbour Holdings,,Harbour Holdings,unexpected_receipt,False,
BTX-0001659,2025-02-20,2025-02-20,2500.0,GBP,unexpected_credit,Maple Limited,,Maple Limited,unexpected_receipt,False,
BTX-0001622,2025-02-20,2025-02-20,199.0,GBP,credit,ClearWater Solutions,INV-101977,ClearWater Solutions INV-101977,clean_reference,False,
BTX-0000762,2025-02-20,2025-02-20,750.0,GBP,credit,Vertex Partners,C0010 100937,Vertex Partners C0010 100937,clean_reference,False,
BTX-0001253,2025-02-20,2025-02-20,4397.48,GBP,credit,Northstar Holdings,0016101533,Northstar Holdings 0016101533,truncated_reference,False,
BTX-0001230,2025-02-20,2025-02-20,2277.15,GBP,credit,Redwood Retail,101504,Redwood Retail 101504,truncated_reference,False,
BTX-0000666,2025-02-20,2025-02-20,2845.12,GBP,credit,Maple Solutions,INV-100823,Maple Solutions INV-100823,clean_reference,False,
BTX-0001589,2025-02-20,2025-02-20,439.83,GBP,credit,SILVERLINE RETAIL,C0005 ,SILVERLINE RETAIL C0005 ,truncated_reference,False,
BTX-0001001,2025-02-20,2025-02-20,1065.52,GBP,credit,VERTEX SOLUTIONS,PAY INV-101235,VERTEX SOLUTIONS PAY INV-101235,clean_reference,False,
BTX-0001489,2025-02-20,2025-02-20,709.93,GBP,credit,Redwood Trading,101816,Redwood Trading 101816,truncated_reference,False,
BTX-0001873,2025-02-20,2025-02-20,-2548.73,GBP,reversal,BrightPath Ltd,REVERSAL,REVERSAL BTX-0001059,reversal,True,BTX-0001059
BTX-0000467,2025-02-21,2025-02-21,2500.0,GBP,credit,Vertex Group,100572,Vertex Group 100572,truncated_reference,False,
BTX-0000568,2025-02-21,2025-02-21,3284.2,GBP,credit,Summit Services,C0058-INV-100705,Summit Services C0058-INV-100705,clean_reference,False,
BTX-0001226,2025-02-21,2025-02-21,250.0,GBP,credit,BrightPath Holdings,INV-101500,BrightPath Holdings INV-101500,clean_reference,False,
BTX-0000185,2025-02-21,2025-02-21,500.0,GBP,credit,NORTHSTAR HOLDINGS,100220,NORTHSTAR HOLDINGS 100220,truncated_reference,False,
BTX-0001668,2025-02-21,2025-02-21,250.0,GBP,unexpected_credit,Legacy Payer,PAYMENT,Legacy Payer PAYMENT,unexpected_receipt,False,
BTX-0001366,2025-02-21,2025-02-21,4615.01,GBP,credit,BrightPath Solutions,C0064-INV-101669,BrightPath Solutions C0064-INV-101669,clean_reference,False,
BTX-0000998,2025-02-21,2025-02-21,299.0,GBP,credit,SILVERLINE HOLDINGS,PAY INV-101231,SILVERLINE HOLDINGS PAY INV-101231,clean_reference,False,
BTX-0001355,2025-02-21,2025-02-21,1500.0,GBP,credit,IronBridge Ltd,INV-101656,IronBridge Ltd INV-101656,clean_reference,False,
BTX-0001492,2025-02-21,2025-02-21,199.0,GBP,credit,Northstar Holdings,C0016-INV-101819,Northstar Holdings C0016-INV-101819,clean_reference,False,
BTX-0001167,2025-02-21,2025-02-21,2055.2,GBP,credit,IronBridge Limited,C0002 101431,IronBridge Limited C0002 101431,clean_reference,False,
BTX-0001595,2025-02-21,2025-02-21,250.0,GBP,credit,BrightPath Solutions,INV-101946,BrightPath Solutions INV-101946,clean_reference,False,
BTX-0001698,2025-02-21,2025-02-21,4358.03,GBP,unexpected_credit,BrightPath Partners,,BrightPath Partners,unexpected_receipt,False,
BTX-0000427,2025-02-21,2025-02-21,2294.19,GBP,credit,ClearWater Services,INV-100514,ClearWater Services INV-100514,clean_reference,False,
BTX-0001136,2025-02-21,2025-02-21,3201.43,GBP,credit,ACME TRADING,C0063 101396,ACME TRADING C0063 101396,clean_reference,False,
BTX-0000439,2025-02-21,2025-02-21,1876.15,GBP,credit,Silverline Holdings,INV-100529,Silverline Holdings INV-100529,clean_reference,False,
BTX-0001696,2025-02-21,2025-02-21,750.0,GBP,unexpected_credit,Unknown Sender,MISC,Unknown Sender MISC,unexpected_receipt,False,
BTX-0001179,2025-02-21,2025-02-21,1766.48,GBP,credit,BlueRock Distribution,PAY INV-101445,BlueRock Distribution PAY INV-101445,clean_reference,False,
BTX-0001703,2025-02-21,2025-02-21,149.0,GBP,unexpected_credit,Legacy Payer,,Legacy Payer,unexpected_receipt,False,
BTX-0001548,2025-02-21,2025-02-21,1200.0,GBP,credit,ClearWater Partners,INV-101893,ClearWater Partners INV-101893,clean_reference,False,
BTX-0000921,2025-02-21,2025-02-21,500.0,GBP,credit,IronBridge Services,INV-101141,IronBridge Services INV-101141,clean_reference,False,
BTX-0001023,2025-02-21,2025-02-21,299.0,GBP,credit,Redwood Ltd,,Redwood Ltd,missing_reference,False,
BTX-0000070,2025-02-22,2025-02-22,250.0,GBP,credit,Vertex Limited,INV-100085,Vertex Limited INV-100085,clean_reference,False,
BTX-0000983,2025-02-22,2025-02-22,252.33,GBP,credit,Vertex Limited,PAY INV-101214,Vertex Limited PAY INV-101214,clean_reference,False,
BTX-0000634,2025-02-22,2025-02-22,2014.09,GBP,credit,Redwood Holdings,PAY INV-100787,Redwood Holdings PAY INV-100787,clean_reference,False,
BTX-0001619,2025-02-22,2025-02-22,1350.87,GBP,credit,SUMMIT HOLDINGS,INV-101974,SUMMIT HOLDINGS INV-101974,clean_reference,False,
BTX-0001479,2025-02-22,2025-02-22,311.68,GBP,credit,Redwood Retail,PAY INV-101804,Redwood Retail PAY INV-101804,clean_reference,False,
BTX-0000624,2025-02-22,2025-02-22,250.0,GBP,credit,Silverline LIMITED,C0046 ,Silverline LIMITED C0046 ,truncated_reference,False,
BTX-0001825,2025-02-22,2025-02-22,1500.0,GBP,unexpected_credit,Unknown Sender,MISC,Unknown Sender MISC,unexpected_receipt,False,
BTX-0001509,2025-02-22,2025-02-22,500.13,GBP,credit,Northstar Services,101842,Northstar Services 101842,truncated_reference,False,
BTX-0000910,2025-02-22,2025-02-22,4196.19,GBP,credit,HARBOUR LIMITED,C0011-INV-101124,HARBOUR LIMITED C0011-INV-101124,clean_reference,False,
BTX-0001808,2025-02-22,2025-02-22,4011.98,GBP,unexpected_credit,BlueRock Ltd,ON ACCOUNT,BlueRock Ltd ON ACCOUNT,unexpected_receipt,False,
BTX-0001722,2025-02-22,2025-02-22,750.0,GBP,unexpected_credit,Unknown Sender,PAYMENT,Unknown Sender PAYMENT,unexpected_receipt,False,
BTX-0000094,2025-02-22,2025-02-22,2441.88,GBP,credit,Maple Services,100115,Maple Services 100115,truncated_reference,False,
BTX-0000976,2025-02-22,2025-02-22,3749.07,GBP,credit,Silverline Holdings,C0040-INV-101207,Silverline Holdings C0040-INV-101207,clean_reference,False,
BTX-0000302,2025-02-22,2025-02-22,2978.75,GBP,credit,Acme Retail,C0053-INV-100365,Acme Retail C0053-INV-100365,clean_reference,False,
BTX-0000528,2025-02-22,2025-02-22,3905.76,GBP,credit,MAPLE SERVICES,C0059 100658,MAPLE SERVICES C0059 100658,clean_reference,False,
BTX-0001639,2025-02-22,2025-02-22,3932.19,GBP,credit,ClearWater Group,C0013 101999,ClearWater Group C0013 101999,clean_reference,False,
BTX-0001809,2025-02-22,2025-02-22,2863.51,GBP,unexpected_credit,Legacy Payer,MISC,Legacy Payer MISC,unexpected_receipt,False,
BTX-0001688,2025-02-22,2025-02-22,916.27,GBP,unexpected_credit,BrightPath Distribution,,BrightPath Distribution,unexpected_receipt,False,
BTX-0000763,2025-02-22,2025-02-22,987.83,GBP,credit,CLEARWATER GROUP,PAY INV-100938,CLEARWATER GROUP PAY INV-100938,clean_reference,False,
BTX-0000192,2025-02-22,2025-02-22,1500.0,GBP,credit,Redwood Ltd,C0003-IN,Redwood Ltd C0003-IN,truncated_reference,False,
BTX-0001089,2025-02-22,2025-02-22,1849.0,GBP,credit,Acme Solutions,C0039-IN,Acme Solutions C0039-IN,truncated_reference,False,
BTX-0000945,2025-02-22,2025-02-22,3496.66,GBP,credit,Northstar Holdings,C0016-INV-101173,Northstar Holdings C0016-INV-101173,clean_reference,False,
BTX-0001534,2025-02-22,2025-02-22,4731.0,GBP,credit,Maple Solutions,C0075-INV-101875,Maple Solutions C0075-INV-101875,clean_reference,False,
BTX-0001581,2025-02-22,2025-02-22,999.0,GBP,credit,BlueRock Partners,0037101932,BlueRock Partners 0037101932,truncated_reference,False,
BTX-0000058,2025-02-22,2025-02-22,99.0,GBP,credit,ClearWater Ltd,PAY INV-100067,ClearWater Ltd PAY INV-100067,clean_reference,False,
BTX-0000689,2025-02-22,2025-02-22,4476.87,GBP,credit,Redwood Partners,100849,Redwood Partners 100849,truncated_reference,False,
BTX-0000713,2025-02-22,2025-02-22,2137.99,GBP,credit,Vertex Holdings,INV-1,Vertex Holdings INV-1,truncated_reference,False,
BTX-0001582,2025-02-23,2025-02-23,99.0,GBP,credit,IronBridge Limited,101933,IronBridge Limited 101933,truncated_reference,False,
BTX-0001541,2025-02-23,2025-02-23,2500.0,GBP,credit,BlueRock Services,PAY INV-101883,BlueRock Services PAY INV-101883,clean_reference,False,
BTX-0000341,2025-02-23,2025-02-23,2586.58,GBP,credit,SUMMIT TRADING,C0012-INV-100415,SUMMIT TRADING C0012-INV-100415,clean_reference,False,
BTX-0001850,2025-02-23,2025-02-23,-1350.87,GBP,reversal,SUMMIT HOLDINGS,REV INV-101974,REVERSAL BTX-0001619,reversal,True,BTX-0001619
BTX-0001369,2025-02-23,2025-02-23,2945.93,GBP,credit,REDWOOD GROUP,INV-101673,REDWOOD GROUP INV-101673,clean_reference,False,
BTX-0001403,2025-02-23,2025-02-23,57.81,GBP,credit,Silverline Holdings,INV-101711,Silverline Holdings INV-101711,clean_reference,False,
BTX-0000651,2025-02-23,2025-02-23,999.0,GBP,credit,ClearWater Ltd,INV-100804,ClearWater Ltd INV-100804,clean_reference,False,
BTX-0001496,2025-02-23,2025-02-23,84.21,GBP,credit,Acme Group,C0066 101825,Acme Group C0066 101825,clean_reference,False,
BTX-0001859,2025-02-23,2025-02-23,-299.0,GBP,reversal,IRONBRIDGE LIMITED,REV C0002 100516,REVERSAL BTX-0000428,reversal,True,BTX-0000428
BTX-0001419,2025-02-23,2025-02-23,2436.73,GBP,credit,BrightPath LIMITED,INV-1,BrightPath LIMITED INV-1,truncated_reference,False,
BTX-0000960,2025-02-23,2025-02-23,624.52,GBP,credit,Harbour Solutions,C0023 101188,Harbour Solutions C0023 101188,clean_reference,False,
BTX-0001678,2025-02-23,2025-02-23,3200.87,GBP,unexpected_credit,Legacy Payer,,Legacy Payer,unexpected_receipt,False,
BTX-0000266,2025-02-23,2025-02-23,831.81,GBP,credit,BrightPath Services,PAY INV-100321,BrightPath Services PAY INV-100321,clean_reference,False,
BTX-0000812,2025-02-23,2025-02-23,149.0,GBP,credit,Northstar Distribution,100997,Northstar Distribution 100997,truncated_reference,False,
BTX-0000641,2025-02-23,2025-02-23,4156.75,GBP,credit,BRIGHTPATH LIMITED,C0042 100794,BRIGHTPATH LIMITED C0042 100794,clean_reference,False,
BTX-0000262,2025-02-23,2025-02-23,4668.47,GBP,credit,Redwood Group,INV-100317,Redwood Group INV-100317,clean_reference,False,
BTX-0000066,2025-02-23,2025-02-23,1476.68,GBP,credit,Harbour Distribution,100080,Harbour Distribution 100080,truncated_reference,False,
BTX-0000926,2025-02-23,2025-02-23,750.0,GBP,credit,ClearWater Distribution,PAY INV-101146,ClearWater Distribution PAY INV-101146,clean_reference,False,
BTX-0001642,2025-02-24,2025-02-24,3342.28,GBP,unexpected_credit,Unknown Sender,TRANSFER,Unknown Sender TRANSFER,unexpected_receipt,False,
BTX-0000946,2025-02-24,2025-02-24,251.46,GBP,credit,Redwood Partners,C0071-INV-101174,Redwood Partners C0071-INV-101174,clean_reference,False,
BTX-0000161,2025-02-24,2025-02-24,3175.36,GBP,credit,Summit Holdings,,Summit Holdings,missing_reference,False,
BTX-0001310,2025-02-24,2025-02-24,3243.1,GBP,credit,Redwood Limited,PAY INV-101600,Redwood Limited PAY INV-101600,clean_reference,False,
BTX-0000214,2025-02-24,2025-02-24,2830.28,GBP,credit,Acme Distribution,INV-100257,Acme Distribution INV-100257,clean_reference,False,
BTX-0001672,2025-02-24,2025-02-24,750.0,GBP,unexpected_credit,Misc Credit,TRANSFER,Misc Credit TRANSFER,unexpected_receipt,False,
BTX-0001265,2025-02-24,2025-02-24,3427.8,GBP,credit,REDWOOD PARTNERS,PAY INV-101549,REDWOOD PARTNERS PAY INV-101549,clean_reference,False,
BTX-0001695,2025-02-24,2025-02-24,1149.85,GBP,unexpected_credit,Vertex Retail,,Vertex Retail,unexpected_receipt,False,
BTX-0001474,2025-02-24,2025-02-24,4845.43,GBP,credit,Northstar Retail,C0029-INV-101797,Northstar Retail C0029-INV-101797,clean_reference,False,
BTX-0001629,2025-02-24,2025-02-24,1785.54,GBP,credit,Acme Holdings,PAY INV-101989,Acme Holdings PAY INV-101989,clean_reference,False,
BTX-0001783,2025-02-24,2025-02-24,399.0,GBP,unexpected_credit,BrightPath Distribution,,BrightPath Distribution,unexpected_receipt,False,
BTX-0000654,2025-02-24,2025-02-24,880.22,GBP,credit,Maple Solutions,C0075-INV-100809,Maple Solutions C0075-INV-100809,clean_reference,False,
BTX-0001715,2025-02-24,2025-02-24,727.24,GBP,unexpected_credit,Legacy Payer,TRANSFER,Legacy Payer TRANSFER,unexpected_receipt,False,
BTX-0000072,2025-02-24,2025-02-24,399.0,GBP,credit,BrightPath Partners,PAY INV-100087,BrightPath Partners PAY INV-100087,clean_reference,False,
BTX-0000516,2025-02-24,2025-02-24,99.0,GBP,credit,Northstar Services,,Northstar Services,missing_reference,False,
BTX-0000940,2025-02-24,2025-02-24,999.0,GBP,credit,Silverline Retail,101166,Silverline Retail 101166,truncated_reference,False,
BTX-0001614,2025-02-24,2025-02-24,4818.66,GBP,credit,Vertex Limited,C0007 101968,Vertex Limited C0007 101968,clean_reference,False,
BTX-0000364,2025-02-24,2025-02-24,1774.23,GBP,credit,HARBOUR LIMITED,C0011 100442,HARBOUR LIMITED C0011 100442,clean_reference,False,
BTX-0000596,2025-02-24,2025-02-24,299.0,GBP,credit,Redwood Retail,INV-100742,Redwood Retail INV-100742,clean_reference,False,
BTX-0000865,2025-02-24,2025-02-24,500.0,GBP,credit,Northstar Services,C0025 101067,Northstar Services C0025 101067,clean_reference,False,
BTX-0000701,2025-02-24,2025-02-24,500.0,GBP,credit,NORTHSTAR TRADING,100862,NORTHSTAR TRADING 100862,truncated_reference,False,
BTX-0000352,2025-02-25,2025-02-25,4767.37,GBP,credit,CLEARWATER SOLUTIONS,C0070 100429,CLEARWATER SOLUTIONS C0070 100429,clean_reference,False,
BTX-0000336,2025-02-25,2025-02-25,1735.93,GBP,credit,Vertex Ltd,100408,Vertex Ltd 100408,truncated_reference,False,
BTX-0001379,2025-02-25,2025-02-25,149.0,GBP,credit,ACME TRADING,C0063-INV-101684,ACME TRADING C0063-INV-101684,clean_reference,False,
