payment_record_id,invoice_id,customer_id,customer_code,customer_name,invoice_number,expected_amount,currency,invoice_date,due_date,expected_payment_date,expected_reference,reference_quality_hint,scenario_type
PAYREC-000554,INVREC-000554,CUST-00043,C0043,Summit Retail,INV-100554,881.55,GBP,2025-01-16,2025-01-23,2025-01-22,INV-100554,high,matched
PAYREC-000555,INVREC-000555,CUST-00074,C0074,Vertex Solutions,INV-100555,195.94,GBP,2025-02-25,2025-03-27,2025-03-30,C0074 100555,medium,matched
PAYREC-000556,INVREC-000556,CUST-00055,C0055,Vertex Services,INV-100556,1411.16,GBP,2025-01-23,2025-02-22,2025-02-25,C0055 100556,medium,matched
PAYREC-000557,INVREC-000557,CUST-00058,C0058,Summit Services,INV-100557,1266.63,GBP,2025-01-20,2025-01-27,2025-01-24,PAY INV-100557,medium,unmatched_expected
PAYREC-000558,INVREC-000558,CUST-00038,C0038,Redwood Holdings,INV-100558,351.85,GBP,2025-03-05,2025-04-04,2025-04-04,PAY INV-100558,medium,matched
PAYREC-000559,INVREC-000559,CUST-00036,C0036,Northstar Distribution,INV-100559,2500.0,GBP,2025-02-19,2025-03-05,2025-03-05,PAY INV-100559,medium,unmatched_expected
PAYREC-000560,INVREC-000560,CUST-00068,C0068,Redwood Trading,INV-100560,3984.49,GBP,2025-02-01,2025-03-03,2025-03-03,PAY INV-100560,high,matched
PAYREC-000561,INVREC-000561,CUST-00049,C0049,Maple Holdings,INV-100561,1752.97,GBP,2025-02-15,2025-03-17,2025-03-17,C0049 100561,low,matched
PAYREC-000562,INVREC-000562,CUST-00073,C0073,Maple Trading,INV-100562,99.0,GBP,2025-03-06,2025-04-05,2025-04-02,INV-100562,medium,unmatched_expected
PAYREC-000563,INVREC-000563,CUST-00041,C0041,Summit Holdings,INV-100563,3903.76,GBP,2025-03-18,2025-04-01,2025-04-05,C0041 100563,high,unmatched_expected
PAYREC-000564,INVREC-000564,CUST-00008,C0008,ClearWater Services,INV-100564,4998.05,GBP,2025-03-02,2025-04-01,2025-04-03,PAY INV-100564,medium,unmatched_expected
PAYREC-000565,INVREC-000565,CUST-00021,C0021,ClearWater Limited,INV-100565,750.0,GBP,2025-01-13,2025-01-27,2025-01-26,PAY INV-100565,medium,matched
PAYREC-000566,INVREC-000566,CUST-00008,C0008,ClearWater Services,INV-100566,1972.69,GBP,2025-01-29,2025-02-28,2025-03-03,INV-100566,medium,unmatched_expected
PAYREC-000567,INVREC-000567,CUST-00023,C0023,Harbour Solutions,INV-100567,1500.0,GBP,2025-01-23,2025-02-06,2025-02-07,C0023 100567,high,matched
PAYREC-000568,INVREC-000568,CUST-00046,C0046,Silverline Ltd,INV-100568,4740.42,GBP,2025-03-17,2025-03-24,2025-03-27,C0046-INV-100568,medium,matched
PAYREC-000569,INVREC-000569,CUST-00073,C0073,Maple Trading,INV-100569,2500.0,GBP,2025-01-19,2025-02-18,2025-02-16,C0073 100569,medium,matched
PAYREC-000570,INVREC-000570,CUST-00064,C0064,BrightPath Solutions,INV-100570,496.77,GBP,2025-03-11,2025-04-10,2025-04-14,C0064-INV-100570,medium,matched
PAYREC-000571,INVREC-000571,CUST-00030,C0030,BlueRock Group,INV-100571,53.38,GBP,2025-03-19,2025-04-02,2025-04-05,C0030-INV-100571,low,matched
PAYREC-000572,INVREC-000572,CUST-00026,C0026,Vertex Group,INV-100572,2500.0,GBP,2025-01-17,2025-02-16,2025-02-18,C0026-INV-100572,medium,matched
PAYREC-000573,INVREC-000573,CUST-00042,C0042,BrightPath Limited,INV-100573,4590.26,GBP,2025-01-08,2025-01-15,2025-01-25,PAY INV-100573,low,matched
PAYREC-000574,INVREC-000574,CUST-00015,C0015,Acme Holdings,INV-100574,1899.27,GBP,2025-03-09,2025-04-08,2025-04-09,PAY INV-100574,medium,unmatched_expected
PAYREC-000575,INVREC-000575,CUST-00051,C0051,ClearWater Distribution,INV-100575,149.0,GBP,2025-03-17,2025-03-31,2025-04-01,INV-100575,high,matched
PAYREC-000576,INVREC-000576,CUST-00021,C0021,ClearWater Limited,INV-100576,3263.44,GBP,2025-02-25,2025-03-27,2025-03-26,C0021 100576,medium,matched
PAYREC-000577,INVREC-000577,CUST-00023,C0023,Harbour Solutions,INV-100577,3945.61,GBP,2025-03-13,2025-04-12,2025-04-14,C0023-INV-100577,high,matched
PAYREC-000578,INVREC-000578,CUST-00029,C0029,Northstar Retail,INV-100578,250.0,GBP,2025-03-27,2025-04-26,2025-04-29,C0029 100578,low,matched
PAYREC-000579,INVREC-000579,CUST-00038,C0038,Redwood Holdings,INV-100579,1500.0,GBP,2025-01-17,2025-01-31,2025-01-31,C0038-INV-100579,medium,matched
PAYREC-000580,INVREC-000580,CUST-00074,C0074,Vertex Solutions,INV-100580,2859.04,GBP,2025-02-20,2025-03-22,2025-03-24,INV-100580,medium,matched
PAYREC-000581,INVREC-000581,CUST-00024,C0024,IronBridge Services,INV-100581,3076.34,GBP,2025-03-19,2025-04-18,2025-04-18,INV-100581,medium,unmatched_expected
PAYREC-000582,INVREC-000582,CUST-00073,C0073,Maple Trading,INV-100582,1500.0,GBP,2025-01-14,2025-02-28,2025-02-26,PAY INV-100582,medium,matched
PAYREC-000583,INVREC-000583,CUST-00010,C0010,Vertex Partners,INV-100583,1200.0,GBP,2025-01-31,2025-03-02,2025-03-05,C0010 100583,high,matched
PAYREC-000584,INVREC-000584,CUST-00012,C0012,Summit Trading,INV-100584,2260.82,GBP,2025-03-27,2025-04-26,2025-04-25,C0012-INV-100584,high,unmatched_expected
PAYREC-000585,INVREC-000585,CUST-00034,C0034,Northstar Trading,INV-100585,250.0,GBP,2025-01-27,2025-02-10,2025-02-09,C0034 100585,medium,matched
PAYREC-000586,INVREC-000586,CUST-00014,C0014,Harbour Distribution,INV-100586,2127.28,GBP,2025-01-01,2025-01-08,2025-01-07,C0014-INV-100586,high,matched
PAYREC-000587,INVREC-000587,CUST-00022,C0022,Maple Distribution,INV-100587,2752.82,GBP,2025-02-22,2025-03-24,2025-03-23,C0022-INV-100587,medium,matched
PAYREC-000588,INVREC-000588,CUST-00013,C0013,ClearWater Group,INV-100588,3803.31,GBP,2025-03-03,2025-04-02,2025-04-05,C0013 100588,high,matched
PAYREC-000589,INVREC-000589,CUST-00029,C0029,Northstar Retail,INV-100589,215.39,GBP,2025-01-21,2025-02-20,2025-02-22,PAY INV-100589,low,unmatched_expected
PAYREC-000590,INVREC-000590,CUST-00003,C0003,Redwood Ltd,INV-100590,299.0,GBP,2025-02-10,2025-02-24,2025-02-24,C0003 100590,high,unmatched_expected
PAYREC-000591,INVREC-000591,CUST-00022,C0022,Maple Distribution,INV-100591,125.0,GBP,2025-02-18,2025-03-04,2025-03-07,C0022-INV-100591,medium,matched
PAYREC-000592,INVREC-000592,CUST-00044,C0044,Redwood Services,INV-100592,3537.3,GBP,2025-03-18,2025-05-02,2025-05-03,INV-100592,medium,matched
PAYREC-000593,INVREC-000593,CUST-00056,C0056,Northstar Limited,INV-100593,827.66,GBP,2025-03-25,2025-04-08,2025-04-09,PAY INV-100593,high,matched
PAYREC-000594,INVREC-000594,CUST-00013,C0013,ClearWater Group,INV-100594,1500.0,GBP,2025-02-12,2025-02-26,2025-03-01,INV-100594,high,unmatched_expected
PAYREC-000595,INVREC-000595,CUST-00071,C0071,Redwood Partners,INV-100595,199.0,GBP,2025-03-11,2025-03-25,2025-03-24,INV-100595,high,matched
PAYREC-000596,INVREC-000596,CUST-00013,C0013,ClearWater Group,INV-100596,2480.19,GBP,2025-01-07,2025-02-06,2025-02-07,C0013 100596,high,unmatched_expected
PAYREC-000597,INVREC-000597,CUST-00007,C0007,Vertex Limited,INV-100597,1200.0,GBP,2025-02-16,2025-02-23,2025-03-02,C0007 100597,high,matched
PAYREC-000598,INVREC-000598,CUST-00062,C0062,Redwood Group,INV-100598,1200.0,GBP,2025-01-26,2025-02-02,2025-02-09,PAY INV-100598,high,matched
PAYREC-000599,INVREC-000599,CUST-00038,C0038,Redwood Holdings,INV-100599,2500.0,GBP,2025-01-11,2025-02-10,2025-02-12,C0038-INV-100599,medium,matched
PAYREC-000600,INVREC-000600,CUST-00051,C0051,ClearWater Distribution,INV-100600,501.13,GBP,2025-03-02,2025-04-01,2025-04-01,INV-100600,high,unmatched_expected
PAYREC-000601,INVREC-000601,CUST-00070,C0070,ClearWater Solutions,INV-100601,1878.54,GBP,2025-02-19,2025-03-05,2025-03-05,INV-100601,medium,matched
PAYREC-000602,INVREC-000602,CUST-00058,C0058,Summit Services,INV-100602,1169.9,GBP,2025-01-06,2025-01-20,2025-01-19,PAY INV-100602,medium,unmatched_expected
PAYREC-000603,INVREC-000603,CUST-00035,C0035,IronBridge Ltd,INV-100603,3353.97,GBP,2025-03-14,2025-03-21,2025-03-29,C0035 100603,low,unmatched_expected
PAYREC-000604,INVREC-000604,CUST-00011,C0011,Harbour Limited,INV-100604,4854.99,GBP,2025-03-27,2025-04-26,2025-04-27,C0011 100604,low,unmatched_expected
PAYREC-000605,INVREC-000605,CUST-00030,C0030,BlueRock Group,INV-100605,2636.78,GBP,2025-03-12,2025-03-19,2025-03-19,PAY INV-100605,low,unmatched_expected
PAYREC-000606,INVREC-000606,CUST-00069,C0069,Vertex Distribution,INV-100606,4414.19,GBP,2025-03-29,2025-04-28,2025-04-27,C0069-INV-100606,low,unmatched_expected
PAYREC-000607,INVREC-000607,CUST-00061,C0061,BlueRock Distribution,INV-100607,3585.81,GBP,2025-02-08,2025-02-15,2025-02-16,C0061 100607,high,unmatched_expected
PAYREC-000608,INVREC-000608,CUST-00065,C0065,Silverline Group,INV-100608,3403.8,GBP,2025-03-15,2025-04-29,2025-05-05,INV-100608,medium,matched
PAYREC-000609,INVREC-000609,CUST-00019,C0019,Vertex Holdings,INV-100609,4747.85,GBP,2025-01-16,2025-03-02,2025-03-05,C0019 100609,high,matched
PAYREC-000610,INVREC-000610,CUST-00022,C0022,Maple Distribution,INV-100610,399.0,GBP,2025-01-28,2025-02-27,2025-02-28,PAY INV-100610,medium,matched
PAYREC-000611,INVREC-000611,CUST-00011,C0011,Harbour Limited,INV-100611,3154.77,GBP,2025-03-29,2025-04-28,2025-04-30,PAY INV-100611,low,matched
PAYREC-000612,INVREC-000612,CUST-00034,C0034,Northstar Trading,INV-100612,381.71,GBP,2025-02-10,2025-03-27,2025-03-27,C0034-INV-100612,medium,matched
PAYREC-000613,INVREC-000613,CUST-00050,C0050,ClearWater Partners,INV-100613,250.0,GBP,2025-03-13,2025-04-12,2025-04-11,C0050-INV-100613,high,matched
PAYREC-000614,INVREC-000614,CUST-00067,C0067,Harbour Group,INV-100614,1500.0,GBP,2025-02-28,2025-04-14,2025-04-21,PAY INV-100614,high,matched
PAYREC-000615,INVREC-000615,CUST-00067,C0067,Harbour Group,INV-100615,999.0,GBP,2025-02-23,2025-03-09,2025-03-19,PAY INV-100615,high,unmatched_expected
PAYREC-000616,INVREC-000616,CUST-00075,C0075,Maple Solutions,INV-100616,549.9,GBP,2025-01-13,2025-02-27,2025-02-26,PAY INV-100616,low,matched
PAYREC-000617,INVREC-000617,CUST-00037,C0037,BlueRock Partners,INV-100617,1357.48,GBP,2025-03-10,2025-04-09,2025-04-10,C0037-INV-100617,high,matched
PAYREC-000618,INVREC-000618,CUST-00063,C0063,Acme Trading,INV-100618,250.0,GBP,2025-03-15,2025-04-14,2025-04-09,PAY INV-100618,high,unmatched_expected
PAYREC-000619,INVREC-000619,CUST-00052,C0052,BlueRock Services,INV-100619,2038.51,GBP,2025-01-19,2025-02-18,2025-02-23,C0052 100619,low,matched
PAYREC-000620,INVREC-000620,CUST-00051,C0051,ClearWater Distribution,INV-100620,500.0,GBP,2025-02-12,2025-03-14,2025-03-16,C0051-INV-100620,high,matched
PAYREC-000621,INVREC-000621,CUST-00035,C0035,IronBridge Ltd,INV-100621,1550.12,GBP,2025-02-17,2025-02-24,2025-02-27,PAY INV-100621,low,matched
PAYREC-000622,INVREC-000622,CUST-00036,C0036,Northstar Distribution,INV-100622,4863.86,GBP,2025-03-04,2025-04-03,2025-04-04,INV-100622,medium,matched
PAYREC-000623,INVREC-000623,CUST-00030,C0030,BlueRock Group,INV-100623,3881.45,GBP,2025-01-18,2025-02-17,2025-02-17,PAY INV-100623,low,matched
PAYREC-000624,INVREC-000624,CUST-00042,C0042,BrightPath Limited,INV-100624,491.97,GBP,2025-02-04,2025-03-06,2025-03-09,INV-100624,low,unmatched_expected
PAYREC-000625,INVREC-000625,CUST-00057,C0057,Silverline Trading,INV-100625,2448.08,GBP,2025-01-28,2025-03-14,2025-03-14,C0057-INV-100625,medium,unmatched_expected
PAYREC-000626,INVREC-000626,CUST-00067,C0067,Harbour Group,INV-100626,836.91,GBP,2025-02-17,2025-03-19,2025-03-20,INV-100626,high,matched
PAYREC-000627,INVREC-000627,CUST-00040,C0040,Silverline Holdings,INV-100627,2645.22,GBP,2025-03-06,2025-04-05,2025-04-08,C0040-INV-100627,high,matched
PAYREC-000628,INVREC-000628,CUST-00073,C0073,Maple Trading,INV-100628,1043.6,GBP,2025-01-04,2025-01-18,2025-01-13,C0073 100628,medium,matched
PAYREC-000629,INVREC-000629,CUST-00008,C0008,ClearWater Services,INV-100629,299.0,GBP,2025-02-01,2025-02-08,2025-02-07,PAY INV-100629,medium,matched
PAYREC-000630,INVREC-000630,CUST-00026,C0026,Vertex Group,INV-100630,2014.86,GBP,2025-02-05,2025-03-07,2025-03-07,PAY INV-100630,medium,matched
PAYREC-000631,INVREC-000631,CUST-00016,C0016,Northstar Holdings,INV-100631,2990.52,GBP,2025-03-29,2025-04-05,2025-04-08,C0016 100631,medium,matched
PAYREC-000632,INVREC-000632,CUST-00023,C0023,Harbour Solutions,INV-100632,149.0,GBP,2025-03-02,2025-04-01,2025-04-03,C0023-INV-100632,high,matched
PAYREC-000633,INVREC-000633,CUST-00034,C0034,Northstar Trading,INV-100633,99.0,GBP,2025-03-30,2025-04-06,2025-04-08,PAY INV-100633,medium,matched
PAYREC-000634,INVREC-000634,CUST-00021,C0021,ClearWater Limited,INV-100634,199.0,GBP,2025-03-15,2025-04-14,2025-04-13,INV-100634,medium,matched
PAYREC-000635,INVREC-000635,CUST-00029,C0029,Northstar Retail,INV-100635,2590.74,GBP,2025-03-28,2025-04-11,2025-04-13,C0029 100635,low,unmatched_expected
PAYREC-000636,INVREC-000636,CUST-00002,C0002,IronBridge Limited,INV-100636,3025.65,GBP,2025-03-02,2025-04-16,2025-04-14,PAY INV-100636,low,unmatched_expected
PAYREC-000637,INVREC-000637,CUST-00002,C0002,IronBridge Limited,INV-100637,1562.03,GBP,2025-01-29,2025-02-12,2025-02-07,C0002-INV-100637,low,unmatched_expected
PAYREC-000638,INVREC-000638,CUST-00036,C0036,Northstar Distribution,INV-100638,2322.04,GBP,2025-02-24,2025-03-26,2025-03-27,INV-100638,medium,matched
PAYREC-000639,INVREC-000639,CUST-00028,C0028,Harbour Holdings,INV-100639,3136.85,GBP,2025-03-01,2025-03-31,2025-04-06,INV-100639,low,matched
PAYREC-000640,INVREC-000640,CUST-00075,C0075,Maple Solutions,INV-100640,4834.1,GBP,2025-01-14,2025-01-21,2025-01-21,INV-100640,low,matched
PAYREC-000641,INVREC-000641,CUST-00048,C0048,BlueRock Ltd,INV-100641,1527.46,GBP,2025-03-13,2025-04-12,2025-04-13,C0048-INV-100641,high,unmatched_expected
PAYREC-000642,INVREC-000642,CUST-00014,C0014,Harbour Distribution,INV-100642,3220.94,GBP,2025-03-03,2025-03-10,2025-03-13,PAY INV-100642,high,unmatched_expected
PAYREC-000643,INVREC-000643,CUST-00036,C0036,Northstar Distribution,INV-100643,3274.76,GBP,2025-02-03,2025-03-05,2025-03-06,C0036 100643,medium,matched
PAYREC-000644,INVREC-000644,CUST-00025,C0025,Northstar Services,INV-100644,99.0,GBP,2025-01-20,2025-02-19,2025-02-22,INV-100644,medium,matched
PAYREC-000645,INVREC-000645,CUST-00052,C0052,BlueRock Services,INV-100645,99.0,GBP,2025-03-26,2025-04-25,2025-05-01,INV-100645,low,matched
PAYREC-000646,INVREC-000646,CUST-00064,C0064,BrightPath Solutions,INV-100646,1971.96,GBP,2025-02-07,2025-02-21,2025-02-28,INV-100646,medium,matched
PAYREC-000647,INVREC-000647,CUST-00005,C0005,Silverline Retail,INV-100647,990.08,GBP,2025-03-16,2025-04-15,2025-04-15,PAY INV-100647,medium,matched
PAYREC-000648,INVREC-000648,CUST-00029,C0029,Northstar Retail,INV-100648,4537.31,GBP,2025-03-29,2025-04-28,2025-04-28,INV-100648,low,matched
PAYREC-000649,INVREC-000649,CUST-00046,C0046,Silverline Ltd,INV-100649,1200.0,GBP,2025-03-06,2025-04-05,2025-04-04,C0046-INV-100649,medium,matched
PAYREC-000650,INVREC-000650,CUST-00072,C0072,BrightPath Distribution,INV-100650,3717.55,GBP,2025-01-24,2025-02-07,2025-02-07,C0072 100650,low,matched
PAYREC-000651,INVREC-000651,CUST-00072,C0072,BrightPath Distribution,INV-100651,3289.45,GBP,2025-01-24,2025-03-10,2025-03-10,C0072-INV-100651,low,unmatched_expected
PAYREC-000652,INVREC-000652,CUST-00029,C0029,Northstar Retail,INV-100652,2131.34,GBP,2025-02-15,2025-03-01,2025-03-02,C0029 100652,low,matched
PAYREC-000653,INVREC-000653,CUST-00043,C0043,Summit Retail,INV-100653,125.0,GBP,2025-02-17,2025-03-03,2025-02-27,C0043 100653,high,unmatched_expected
PAYREC-000654,INVREC-000654,CUST-00061,C0061,BlueRock Distribution,INV-100654,4724.29,GBP,2025-01-07,2025-02-06,2025-02-06,C0061 100654,high,matched
PAYREC-000655,INVREC-000655,CUST-00010,C0010,Vertex Partners,INV-100655,4344.11,GBP,2025-03-02,2025-04-01,2025-04-02,C0010-INV-100655,high,matched
PAYREC-000656,INVREC-000656,CUST-00049,C0049,Maple Holdings,INV-100656,149.0,GBP,2025-03-09,2025-03-23,2025-03-23,INV-100656,low,matched
PAYREC-000657,INVREC-000657,CUST-00018,C0018,BrightPath Services,INV-100657,4469.58,GBP,2025-01-26,2025-02-25,2025-02-28,C0018-INV-100657,high,matched
PAYREC-000658,INVREC-000658,CUST-00059,C0059,Maple Services,INV-100658,3905.76,GBP,2025-01-19,2025-02-18,2025-02-17,C0059 100658,high,matched
PAYREC-000659,INVREC-000659,CUST-00063,C0063,Acme Trading,INV-100659,1200.0,GBP,2025-02-12,2025-03-14,2025-03-09,C0063 100659,high,matched
PAYREC-000660,INVREC-000660,CUST-00008,C0008,ClearWater Services,INV-100660,2500.0,GBP,2025-01-01,2025-01-31,2025-02-03,C0008-INV-100660,medium,matched
PAYREC-000661,INVREC-000661,CUST-00022,C0022,Maple Distribution,INV-100661,3829.67,GBP,2025-03-15,2025-04-14,2025-04-14,INV-100661,medium,matched
PAYREC-000662,INVREC-000662,CUST-00012,C0012,Summit Trading,INV-100662,2046.8,GBP,2025-01-17,2025-02-16,2025-02-18,PAY INV-100662,high,unmatched_expected
PAYREC-000663,INVREC-000663,CUST-00062,C0062,Redwood Group,INV-100663,3666.76,GBP,2025-02-19,2025-02-26,2025-03-08,C0062 100663,high,matched
PAYREC-000664,INVREC-000664,CUST-00002,C0002,IronBridge Limited,INV-100664,138.68,GBP,2025-02-11,2025-03-13,2025-03-13,C0002-INV-100664,low,matched
PAYREC-000665,INVREC-000665,CUST-00001,C0001,Maple Limited,INV-100665,299.0,GBP,2025-03-22,2025-04-21,2025-04-22,C0001 100665,high,matched
PAYREC-000666,INVREC-000666,CUST-00040,C0040,Silverline Holdings,INV-100666,1565.27,GBP,2025-01-17,2025-01-31,2025-02-03,C0040-INV-100666,high,matched
PAYREC-000667,INVREC-000667,CUST-00009,C0009,Redwood Limited,INV-100667,1500.0,GBP,2025-01-06,2025-01-20,2025-01-21,C0009-INV-100667,medium,matched
PAYREC-000668,INVREC-000668,CUST-00067,C0067,Harbour Group,INV-100668,3449.56,GBP,2025-03-18,2025-04-17,2025-04-22,C0067 100668,high,matched
PAYREC-000669,INVREC-000669,CUST-00018,C0018,BrightPath Services,INV-100669,3763.07,GBP,2025-02-13,2025-03-30,2025-04-01,C0018 100669,high,unmatched_expected
PAYREC-000670,INVREC-000670,CUST-00022,C0022,Maple Distribution,INV-100670,149.0,GBP,2025-02-21,2025-02-28,2025-03-03,PAY INV-100670,medium,matched
PAYREC-000671,INVREC-000671,CUST-00028,C0028,Harbour Holdings,INV-100671,299.0,GBP,2025-01-03,2025-02-02,2025-02-11,C0028 100671,low,matched
PAYREC-000672,INVREC-000672,CUST-00005,C0005,Silverline Retail,INV-100672,750.0,GBP,2025-02-18,2025-03-20,2025-03-17,INV-100672,medium,matched
PAYREC-000673,INVREC-000673,CUST-00007,C0007,Vertex Limited,INV-100673,3285.16,GBP,2025-03-18,2025-05-02,2025-05-06,INV-100673,high,matched
PAYREC-000674,INVREC-000674,CUST-00003,C0003,Redwood Ltd,INV-100674,1932.26,GBP,2025-01-07,2025-02-06,2025-02-07,C0003 100674,high,matched
PAYREC-000675,INVREC-000675,CUST-00071,C0071,Redwood Partners,INV-100675,1500.0,GBP,2025-02-02,2025-03-04,2025-03-06,PAY INV-100675,high,matched
PAYREC-000676,INVREC-000676,CUST-00002,C0002,IronBridge Limited,INV-100676,750.0,GBP,2025-02-08,2025-03-10,2025-03-06,C0002 100676,low,matched
PAYREC-000677,INVREC-000677,CUST-00035,C0035,IronBridge Ltd,INV-100677,125.0,GBP,2025-03-21,2025-04-20,2025-04-22,C0035-INV-100677,low,unmatched_expected
PAYREC-000678,INVREC-000678,CUST-00066,C0066,Acme Group,INV-100678,125.0,GBP,2025-03-21,2025-04-04,2025-04-12,PAY INV-100678,high,matched
PAYREC-000679,INVREC-000679,CUST-00064,C0064,BrightPath Solutions,INV-100679,4165.92,GBP,2025-01-26,2025-02-25,2025-02-27,PAY INV-100679,medium,matched
PAYREC-000680,INVREC-000680,CUST-00026,C0026,Vertex Group,INV-100680,99.0,GBP,2025-02-15,2025-03-17,2025-03-19,C0026-INV-100680,medium,unmatched_expected
PAYREC-000681,INVREC-000681,CUST-00071,C0071,Redwood Partners,INV-100681,2429.29,GBP,2025-03-05,2025-04-19,2025-04-21,C0071 100681,high,matched
PAYREC-000682,INVREC-000682,CUST-00031,C0031,BrightPath Partners,INV-100682,125.0,GBP,2025-01-01,2025-01-08,2025-01-11,C0031 100682,high,unmatched_expected
PAYREC-000683,INVREC-000683,CUST-00074,C0074,Vertex Solutions,INV-100683,3908.65,GBP,2025-03-27,2025-04-26,2025-04-26,INV-100683,medium,matched
PAYREC-000684,INVREC-000684,CUST-00010,C0010,Vertex Partners,INV-100684,2310.92,GBP,2025-01-13,2025-02-27,2025-02-28,PAY INV-100684,high,unmatched_expected
PAYREC-000685,INVREC-000685,CUST-00038,C0038,Redwood Holdings,INV-100685,149.0,GBP,2025-02-03,2025-03-05,2025-03-08,C0038-INV-100685,medium,matched
PAYREC-000686,INVREC-000686,CUST-00006,C0006,BlueRock Solutions,INV-100686,2158.68,GBP,2025-02-07,2025-03-09,2025-03-16,INV-100686,high,matched
PAYREC-000687,INVREC-000687,CUST-00015,C0015,Acme Holdings,INV-100687,97.88,GBP,2025-01-13,2025-02-12,2025-02-15,PAY INV-100687,medium,matched
PAYREC-000688,INVREC-000688,CUST-00018,C0018,BrightPath Services,INV-100688,500.0,GBP,2025-03-26,2025-04-25,2025-04-26,PAY INV-100688,high,unmatched_expected
PAYREC-000689,INVREC-000689,CUST-00035,C0035,IronBridge Ltd,INV-100689,125.0,GBP,2025-01-12,2025-02-11,2025-02-18,C0035 100689,low,matched
PAYREC-000690,INVREC-000690,CUST-00052,C0052,BlueRock Services,INV-100690,399.0,GBP,2025-02-21,2025-04-07,2025-04-15,C0052 100690,low,matched
PAYREC-000691,INVREC-000691,CUST-00062,C0062,Redwood Group,INV-100691,609.63,GBP,2025-02-23,2025-03-25,2025-04-01,PAY INV-100691,high,matched
PAYREC-000692,INVREC-000692,CUST-00008,C0008,ClearWater Services,INV-100692,2439.24,GBP,2025-01-21,2025-02-04,2025-02-03,PAY INV-100692,medium,matched
PAYREC-000693,INVREC-000693,CUST-00073,C0073,Maple Trading,INV-100693,3906.86,GBP,2025-03-28,2025-04-27,2025-04-25,C0073-INV-100693,medium,matched
PAYREC-000694,INVREC-000694,CUST-00004,C0004,Acme Distribution,INV-100694,4464.23,GBP,2025-03-29,2025-04-28,2025-04-29,INV-100694,medium,matched
PAYREC-000695,INVREC-000695,CUST-00062,C0062,Redwood Group,INV-100695,277.56,GBP,2025-03-04,2025-03-18,2025-03-23,C0062 100695,high,matched
PAYREC-000696,INVREC-000696,CUST-00034,C0034,Northstar Trading,INV-100696,3405.75,GBP,2025-03-25,2025-04-24,2025-04-26,C0034-INV-100696,medium,matched
PAYREC-000697,INVREC-000697,CUST-00074,C0074,Vertex Solutions,INV-100697,4372.06,GBP,2025-03-14,2025-03-28,2025-03-31,C0074-INV-100697,medium,matched
PAYREC-000698,INVREC-000698,CUST-00067,C0067,Harbour Group,INV-100698,2192.6,GBP,2025-03-08,2025-04-07,2025-04-16,C0067-INV-100698,high,matched
PAYREC-000699,INVREC-000699,CUST-00032,C0032,IronBridge Holdings,INV-100699,1955.14,GBP,2025-03-03,2025-04-02,2025-04-01,PAY INV-100699,high,matched
PAYREC-000700,INVREC-000700,CUST-00072,C0072,BrightPath Distribution,INV-100700,826.79,GBP,2025-03-20,2025-03-27,2025-03-27,INV-100700,low,matched
PAYREC-000701,INVREC-000701,CUST-00061,C0061,BlueRock Distribution,INV-100701,500.0,GBP,2025-03-05,2025-04-04,2025-04-03,C0061 100701,high,matched
PAYREC-000702,INVREC-000702,CUST-00042,C0042,BrightPath Limited,INV-100702,750.0,GBP,2025-01-31,2025-03-02,2025-03-04,PAY INV-100702,low,matched
PAYREC-000703,INVREC-000703,CUST-00029,C0029,Northstar Retail,INV-100703,1213.25,GBP,2025-03-12,2025-04-11,2025-04-12,INV-100703,low,matched
PAYREC-000704,INVREC-000704,CUST-00059,C0059,Maple Services,INV-100704,4290.12,GBP,2025-02-26,2025-03-28,2025-03-27,C0059-INV-100704,high,matched
PAYREC-000705,INVREC-000705,CUST-00058,C0058,Summit Services,INV-100705,3284.2,GBP,2025-02-10,2025-02-24,2025-02-21,C0058-INV-100705,medium,matched
PAYREC-000706,INVREC-000706,CUST-00014,C0014,Harbour Distribution,INV-100706,50.84,GBP,2025-02-21,2025-03-23,2025-03-23,C0014 100706,high,matched
PAYREC-000707,INVREC-000707,CUST-00012,C0012,Summit Trading,INV-100707,4456.05,GBP,2025-03-19,2025-05-03,2025-05-03,PAY INV-100707,high,matched
PAYREC-000708,INVREC-000708,CUST-00072,C0072,BrightPath Distribution,INV-100708,1737.23,GBP,2025-01-27,2025-02-26,2025-02-26,PAY INV-100708,low,matched
PAYREC-000709,INVREC-000709,CUST-00007,C0007,Vertex Limited,INV-100709,2500.0,GBP,2025-01-29,2025-02-28,2025-03-06,C0007 100709,high,matched
PAYREC-000710,INVREC-000710,CUST-00061,C0061,BlueRock Distribution,INV-100710,532.31,GBP,2025-03-26,2025-04-25,2025-04-25,C0061-INV-100710,high,matched
PAYREC-000711,INVREC-000711,CUST-00029,C0029,Northstar Retail,INV-100711,4823.95,GBP,2025-01-01,2025-01-31,2025-01-30,INV-100711,low,matched
PAYREC-000712,INVREC-000712,CUST-00038,C0038,Redwood Holdings,INV-100712,276.6,GBP,2025-03-12,2025-04-11,2025-04-10,INV-100712,medium,matched
PAYREC-000713,INVREC-000713,CUST-00022,C0022,Maple Distribution,INV-100713,3621.72,GBP,2025-03-05,2025-03-19,2025-03-22,C0022 100713,medium,matched
